lag_frames,lag_ps,lag_ns,n_time_origins,msd_nm2,sd_squared_displacement_nm2,descriptive_sem_nm2
348,696.0,0.696,2152,1.7342453312300339,1.3439556248773739,0.028971020657487818
349,698.0,0.698,2151,1.738626990037246,1.345705771631867,0.0290154900502478
350,700.0,0.7,2150,1.7427771277048072,1.347744830076917,0.02906621251955817
351,702.0,0.702,2149,1.7468768473140088,1.350693118261441,0.02913657367323621
352,704.0,0.704,2148,1.7508903470648893,1.3542877062742724,0.02922091410161085
353,706.0,0.706,2147,1.7545168368061026,1.3574318221715538,0.029295573470842894
354,708.0,0.708,2146,1.757810187402265,1.3600199124127448,0.029358266482968326
355,710.0,0.71,2145,1.7611442966738904,1.363501610801192,0.02944028480733959
356,712.0,0.712,2144,1.7645485275316137,1.366725059332988,0.029516765630214485
357,714.0,0.714,2143,1.7672738003892292,1.3682185875733046,0.029555914435286344
358,716.0,0.716,2142,1.769845700680345,1.36986099851568,0.029598299999558323
359,718.0,0.718,2141,1.7722693465791393,1.3711637255200457,0.02963336577581395
360,720.0,0.72,2140,1.7745256001965668,1.3738892859293304,0.029699206776840924
361,722.0,0.722,2139,1.777109952354379,1.3764845732518967,0.02976226341699969
362,724.0,0.724,2138,1.7796178911762262,1.3804225729026203,0.029854390000950515
363,726.0,0.726,2137,1.7821640488615689,1.385400391171909,0.02996905472973982
364,728.0,0.728,2136,1.7846461608704984,1.3885909930775016,0.030045104560953582
365,730.0,0.73,2135,1.7870240672194528,1.3910094738552852,0.030104481264486532
366,732.0,0.732,2134,1.789788123960474,1.3940344360587762,0.030177016093979898
367,734.0,0.734,2133,1.792326078645522,1.3965441521509467,0.030238430301387877
368,736.0,0.736,2132,1.7945615626584204,1.3993032912515802,0.030305276824796286
369,738.0,0.738,2131,1.7968245153704476,1.4017800726601979,0.030366039807387977
370,740.0,0.74,2130,1.7989332297330327,1.4044167026113594,0.030430296512017077
371,742.0,0.742,2129,1.801268358426651,1.407114664989565,0.03049591430510365
372,744.0,0.744,2128,1.803829139572817,1.410304078072705,0.03057221815393413
373,746.0,0.746,2127,1.8065857560539595,1.414254342929372,0.030665056987158282
374,748.0,0.748,2126,1.8092282910476403,1.417558254882891,0.030743923108217993
375,750.0,0.75,2125,1.811813887805319,1.4206482585657414,0.03081818771299429
376,752.0,0.752,2124,1.8144609243519163,1.4247933237770767,0.030915381865880998
377,754.0,0.754,2123,1.816419706270431,1.4284035093525296,0.031001014870496807
378,756.0,0.756,2122,1.8178584442805619,1.431754647312342,0.03108106643770508
379,758.0,0.758,2121,1.81980057573667,1.436421555291372,0.031189727425723682
380,760.0,0.76,2120,1.8217372933060878,1.4403493937202272,0.03128238982563412
381,762.0,0.762,2119,1.8236810680132165,1.4436608364172376,0.031361707266710316
382,764.0,0.764,2118,1.8254243674310695,1.4471551396175677,0.031445037245725324
383,766.0,0.766,2117,1.8273908817072255,1.4493829733465564,0.03150088288890927
384,768.0,0.768,2116,1.829461224179829,1.4523125676113398,0.031572012339376954
385,770.0,0.77,2115,1.8321170460592868,1.455356197569402,0.031645656798894424
386,772.0,0.772,2114,1.8348244876241808,1.459371237515148,0.0317404654512309
387,774.0,0.774,2113,1.8375431524974806,1.46257937263791,0.031817766880913714
388,776.0,0.776,2112,1.840425107638806,1.4664797647047811,0.03191016999328395
389,778.0,0.778,2111,1.843427087178535,1.4708686613759074,0.0320132508908358
390,780.0,0.78,2110,1.8459291228327999,1.474552503783731,0.032101033383248746
391,782.0,0.782,2109,1.8481009263454822,1.4780530982701647,0.03218486903553492
392,784.0,0.784,2108,1.8504343998987338,1.481815716116512,0.0322744532164706
393,786.0,0.786,2107,1.8525979671785888,1.484562798117024,0.03234195775454534
394,788.0,0.788,2106,1.8544318409597838,1.488079143452241,0.032426258932621424
395,790.0,0.79,2105,1.8565022234434234,1.4910603345314632,0.03249893783181594
396,792.0,0.792,2104,1.8589951507534574,1.4951545865499956,0.032595918981664904
397,794.0,0.794,2103,1.8612084923060632,1.4983169573343602,0.032672627271429125
398,796.0,0.796,2102,1.8633160107324922,1.5017098979505936,0.032754402944876713
399,798.0,0.798,2101,1.8656154480214142,1.5041484068346083,0.032815396934301716
400,800.0,0.8,2100,1.8675430851030148,1.5067297976030563,0.032879539758864276
401,802.0,0.802,2099,1.8698419500510692,1.5100927551851104,0.03296077424759228
402,804.0,0.804,2098,1.8719025888049952,1.5122047213806975,0.03301473743895364
403,806.0,0.806,2097,1.8738427305791265,1.513502189829209,0.03305094172611757
404,808.0,0.808,2096,1.8756582172388485,1.5146433691763226,0.033083751401102375
405,810.0,0.81,2095,1.8773184265902072,1.5148926069432986,0.033097091642818245
406,812.0,0.812,2094,1.879437218280609,1.5153233827741623,0.033114407296131444
407,814.0,0.814,2093,1.8814691876683078,1.5154590660737286,0.033125282902775985
408,816.0,0.816,2092,1.8834197182796717,1.5174042989846077,0.03317572863765145
409,818.0,0.818,2091,1.8856037459992245,1.5200230762932243,0.03324092992844591
410,820.0,0.82,2090,1.8876778711603317,1.5211537311203789,0.033273613219776094
411,822.0,0.822,2089,1.890132935132267,1.5227870450422454,0.033317311819792965
412,824.0,0.824,2088,1.8922665428667402,1.5259566156985975,0.03339465331767956
413,826.0,0.826,2087,1.8942789950213534,1.5292418833422412,0.03347456634710235
414,828.0,0.828,2086,1.8960799704211964,1.5335560469663314,0.03357704716687144
415,830.0,0.83,2085,1.8979984787752826,1.53714548422319,0.03366370744409196
416,832.0,0.832,2084,1.9001433558821945,1.5429851685971716,0.033799703789424006
417,834.0,0.834,2083,1.9022527834491196,1.5471362453819062,0.03389876885517387
418,836.0,0.836,2082,1.9038291692573073,1.5513232926147957,0.03399867177018816
419,838.0,0.838,2081,1.905899019110526,1.5560851097772226,0.03411122427814857
420,840.0,0.84,2080,1.9076320351164804,1.561713887540161,0.03424284222325636
421,842.0,0.842,2079,1.9091130944922483,1.5658580766225412,0.03434196585267483
422,844.0,0.844,2078,1.9107317918691478,1.571867850837299,0.03448206449931155
423,846.0,0.846,2077,1.9124037002461587,1.5765024540549644,0.03459205819197965
424,848.0,0.848,2076,1.9138605702186435,1.5807615430579556,0.03469386523823859
425,850.0,0.85,2075,1.9161341113574384,1.585682360347214,0.03481025017244349
426,852.0,0.852,2074,1.9186723913941262,1.5895762007792245,0.03490414272552632
427,854.0,0.854,2073,1.9208392307467101,1.592320802956032,0.03497284136516764
428,856.0,0.856,2072,1.9232757058580603,1.5954003069158236,0.03504893255736563
429,858.0,0.858,2071,1.926089339316371,1.5981526757089466,0.03511787404153799
430,860.0,0.86,2070,1.9287374337717573,1.6007270760908041,0.03518293924034028
431,862.0,0.862,2069,1.9316822689875417,1.6016819425273634,0.035212433029184635
432,864.0,0.864,2068,1.9340897632937544,1.6030040637175638,0.03525001905630048
433,866.0,0.866,2067,1.9365578462052035,1.604671746074272,0.0352952260432779
434,868.0,0.868,2066,1.938734055111546,1.6051922339752858,0.035315217987403884
435,870.0,0.87,2065,1.9407683540417693,1.6062712358002809,0.03534751230469326
436,872.0,0.872,2064,1.9430435781281044,1.6079485166723653,0.03539299322072816
437,874.0,0.874,2063,1.945024030952056,1.6089645168092301,0.035423939097019894
438,876.0,0.876,2062,1.9471729251792969,1.6106993294634178,0.03547073170828858
439,878.0,0.878,2061,1.949585274956905,1.6128098757898057,0.035525825497318884
440,880.0,0.88,2060,1.9511833299082453,1.6135713586286644,0.03555122469581338
441,882.0,0.882,2059,1.9531467985736288,1.6154940946072769,0.03560222999787044
442,884.0,0.884,2058,1.9555172742324016,1.617123204476991,0.03564678967889038
443,886.0,0.886,2057,1.9579275556761402,1.6198427156304767,0.03571541504508987
444,888.0,0.888,2056,1.9602131798233915,1.6220330434230674,0.03577240525328432
445,890.0,0.89,2055,1.9624806477854357,1.6248374633446023,0.03584297181946089
446,892.0,0.892,2054,1.9650742263532766,1.627907609255098,0.03591943804325259
447,894.0,0.894,2053,1.9671068880690943,1.6307789382920952,0.035991555712411985
448,896.0,0.896,2052,1.9694071358069238,1.634348701568587,0.036079128965913906
449,898.0,0.898,2051,1.9716244076303269,1.6378381855286033,0.03616497440828677
450,900.0,0.9,2050,1.974174810152939,1.6414644721720433,0.03625388533192024
451,902.0,0.902,2049,1.9767047926230024,1.6454413486869934,0.03635058691872404
452,904.0,0.904,2048,1.9795522643231844,1.6489142627526039,0.03643620177461196
453,906.0,0.906,2047,1.9823576335005864,1.653457104791102,0.03654550868270226
454,908.0,0.908,2046,1.9854516517734262,1.657399037643375,0.03664158635254056
455,910.0,0.91,2045,1.9883371243078507,1.66140488289313,0.03673912649478179
456,912.0,0.912,2044,1.9915214622196709,1.665993962490848,0.036849616926637116
457,914.0,0.914,2043,1.9944232887515179,1.6699342208187842,0.036945809039865406
458,916.0,0.916,2042,1.9970660762620316,1.6733468325490677,0.037030373892231114
459,918.0,0.918,2041,1.9998721880382058,1.6767992414505921,0.03711586329651522
460,920.0,0.92,2040,2.002591447108065,1.6798914217888412,0.03719342123068282
461,922.0,0.922,2039,2.0052860389621503,1.6830039383282949,0.03727146978909744
462,924.0,0.924,2038,2.0079438080056473,1.686494412599777,0.0373579311064019
463,926.0,0.926,2037,2.0106610642113627,1.6901784546613654,0.0374487259254846
464,928.0,0.928,2036,2.0135117653068537,1.6948518623298914,0.03756149401493684
465,930.0,0.93,2035,2.0165146772109206,1.6989618530678086,0.03766183019518449
466,932.0,0.932,2034,2.0198251041204074,1.7043916320101289,0.037791481635437996
467,934.0,0.934,2033,2.0231962353330415,1.7100975891890882,0.03792732432459721
468,936.0,0.936,2032,2.0267956612036224,1.7163415941861164,0.03807517214956701
469,938.0,0.938,2031,2.0307985400830226,1.723386571683922,0.038240868136006044
470,940.0,0.94,2030,2.0347394909932675,1.7301934122904623,0.038401362634467785
471,942.0,0.942,2029,2.0387261746060776,1.7358153750208565,0.03853563389160345
472,944.0,0.944,2028,2.042399626383064,1.741047621841122,0.038661319736228064
473,946.0,0.946,2027,2.045631705367626,1.7447070697231448,0.038752136081563644
474,948.0,0.948,2026,2.0488956423281968,1.7489149120160619,0.03885518313433663
475,950.0,0.95,2025,2.052262527259779,1.7536865909730526,0.038970813132734504
476,952.0,0.952,2024,2.055407200424253,1.7587330206234277,0.03909260970203721
477,954.0,0.954,2023,2.0586912605702548,1.7635645909623094,0.03920969183769427
478,956.0,0.956,2022,2.062213306271106,1.7697729832014897,0.039357452990131055
479,958.0,0.958,2021,2.0665018372217405,1.7769988602440883,0.03952792278275498
480,960.0,0.96,2020,2.070765987697241,1.7843796760465975,0.03970192670766835
481,962.0,0.962,2019,2.074997707894205,1.7916734524526396,0.03987408214686277
482,964.0,0.964,2018,2.0790373876411796,1.8003159945551725,0.04007634983108539
483,966.0,0.966,2017,2.0831225285806316,1.8090032624320382,0.04027971610801237
484,968.0,0.968,2016,2.086532729752347,1.8171177063971187,0.04047042790939584
485,970.0,0.97,2015,2.0900792296437283,1.824947950426908,0.04065490561731804
486,972.0,0.972,2014,2.0938679002796445,1.831706715959402,0.04081560183524404
487,974.0,0.974,2013,2.097620921013677,1.837630566724649,0.040957771497981334
488,976.0,0.976,2012,2.1014689437180802,1.8438672374768312,0.04110698830847937
489,978.0,0.978,2011,2.105606019231602,1.8495217287762924,0.04124329956409511
490,980.0,0.98,2010,2.1095251776185164,1.8543189903705795,0.041360560672322105
491,982.0,0.982,2009,2.1134126869434726,1.8590704727161373,0.041476861334301195
492,984.0,0.984,2008,2.118088680969899,1.8649024030325092,0.04161733384675387
493,986.0,0.986,2007,2.1223425629467214,1.8708778546963234,0.04176108254753654
494,988.0,0.988,2006,2.12726007949541,1.8762842735197742,0.041892200564358516
495,990.0,0.99,2005,2.1323304393721947,1.8811800138853116,0.04201198169339617
496,992.0,0.992,2004,2.137414610025298,1.8870546942624882,0.042153693099007065
497,994.0,0.994,2003,2.1426348925989407,1.8921507440156322,0.04227808019461199
498,996.0,0.996,2002,2.147679584754662,1.8981469046868418,0.04242264907724867
499,998.0,0.998,2001,2.153104450850257,1.9044551389347584,0.042574269270365075
500,1000.0,1.0,2000,2.158372380181905,1.910136593125966,0.04271195268539517
501,1002.0,1.002,1999,2.163496587729529,1.9156140953338392,0.04284514598397391
502,1004.0,1.004,1998,2.1691416723694363,1.9216280474207985,0.04299040999651904
503,1006.0,1.006,1997,2.174792727164441,1.9273748266234916,0.0431297707719532
504,1008.0,1.008,1996,2.18033346653363,1.9331053577786639,0.043268840373076205
505,1010.0,1.01,1995,2.1860581355695285,1.9379956915205057,0.04338917146797938
506,1012.0,1.012,1994,2.191582106217898,1.9437616973622094,0.04352917568106047
507,1014.0,1.014,1993,2.1968607326600633,1.9492350855653753,0.04366269825222503
508,1016.0,1.016,1992,2.20204804183546,1.953682059135263,0.04377329321503075
509,1018.0,1.018,1991,2.2076159752901385,1.9584417440684265,0.04389095469482287
510,1020.0,1.02,1990,2.2130709137026803,1.962878792141973,0.044001445571506814
511,1022.0,1.022,1989,2.2184446533020985,1.9664340826128421,0.04409222361869187
512,1024.0,1.024,1988,2.2238801906581283,1.9715020603006912,0.04421697675196073
513,1026.0,1.026,1987,2.229512408600143,1.9760544474007204,0.04433022884304095
514,1028.0,1.028,1986,2.2352183663978065,1.9809720357921643,0.044451735634298765
515,1030.0,1.03,1985,2.2415092676247497,1.984566787118859,0.04454361535375762
516,1032.0,1.032,1984,2.2476998810059974,1.9882267875155526,0.04463700908368191
517,1034.0,1.034,1983,2.2535587530508026,1.990752021221525,0.04470497004749976
518,1036.0,1.036,1982,2.259407748427381,1.993380704262047,0.044775291812270676
519,1038.0,1.038,1981,2.2655608460255277,1.9970544493205864,0.044869132010162134
520,1040.0,1.04,1980,2.271395220424086,1.9998812306964278,0.04494398835594503
521,1042.0,1.042,1979,2.2774210273487183,2.0041885561322075,0.04505216654305309
522,1044.0,1.044,1978,2.2835397060199694,2.007859552975416,0.04514609463403312
523,1046.0,1.046,1977,2.289478113968548,2.0111061244744923,0.045230527624437834
524,1048.0,1.048,1976,2.295067972517383,2.014155462307588,0.045310569245999376
525,1050.0,1.05,1975,2.300270964438761,2.0165539551129763,0.0453760091292426
526,1052.0,1.052,1974,2.3055847798454,2.0188715921473537,0.04543966520621028
527,1054.0,1.054,1973,2.3114602711624435,2.022731351048628,0.04553807449091468
528,1056.0,1.056,1972,2.3169708900178434,2.0259785604120895,0.0456227426697104
529,1058.0,1.058,1971,2.3229368319907215,2.03014289487822,0.04572811458537839
530,1060.0,1.06,1970,2.329020902032879,2.034442012011752,0.045836579612552684
531,1062.0,1.062,1969,2.3345415454873946,2.0367697500622537,0.04590067563503277
532,1064.0,1.064,1968,2.3411633356422263,2.0403119896932314,0.04599218415885694
533,1066.0,1.066,1967,2.34785328278246,2.042554088925428,0.046054427285449326
534,1068.0,1.068,1966,2.3546657770132224,2.043300972513641,0.04608298313726772
535,1070.0,1.07,1965,2.361526223749475,2.0454404189908915,0.04614297124413937
536,1072.0,1.072,1964,2.36835883134008,2.0482271763879414,0.04621759924186157
537,1074.0,1.074,1963,2.375072778756091,2.0508281519807428,0.04628807506808074
538,1076.0,1.076,1962,2.3814651154649376,2.052824631906908,0.04634494260518999
539,1078.0,1.078,1961,2.387890647418984,2.0549249131939464,0.046404186180632086
540,1080.0,1.08,1960,2.3945959625384536,2.058025697832062,0.04648606205933407
541,1082.0,1.082,1959,2.401047300817326,2.060202891458211,0.04654711562967083
542,1084.0,1.084,1958,2.40788140292035,2.0631027037100607,0.04662453403172044
543,1086.0,1.086,1957,2.4143726540848873,2.0663736465579827,0.046710384433157635
544,1088.0,1.088,1956,2.4208598876691934,2.070117486823245,0.04680697434427412
545,1090.0,1.09,1955,2.427657403849306,2.074012922751328,0.046907045281636056
546,1092.0,1.092,1954,2.434275450281852,2.0783519964981068,0.04701720661834617
547,1094.0,1.094,1953,2.4408787814642974,2.0820335875408653,0.047112549814782106
548,1096.0,1.096,1952,2.44718537749709,2.0863636633139606,0.04722262269353284
549,1098.0,1.098,1951,2.4537046516482457,2.0912022428363413,0.047344267466498904
550,1100.0,1.1,1950,2.4601030724111532,2.096028452099171,0.047465697584510746
551,1102.0,1.102,1949,2.4662730165273716,2.101103748601442,0.04759283527395233
552,1104.0,1.104,1948,2.472251187119411,2.1059659624098854,0.04771521349620256
553,1106.0,1.106,1947,2.4784982429298092,2.110946670152565,0.04784034312714489
554,1108.0,1.108,1946,2.484547882011915,2.1153980975534963,0.047953542046722676
555,1110.0,1.11,1945,2.491005846589283,2.119886720124409,0.04806764570455179
556,1112.0,1.112,1944,2.4975031600264117,2.1250333730359334,0.04819673565114313
557,1114.0,1.114,1943,2.5040227563719446,2.1306527114133402,0.04833661869080871
558,1116.0,1.116,1942,2.5103082987256946,2.1362948407578024,0.04847709411978888
559,1118.0,1.118,1941,2.516457463970787,2.1419541573694203,0.04861803523343872
560,1120.0,1.12,1940,2.522747374632422,2.1473724575855395,0.04875358021004614
561,1122.0,1.122,1939,2.52919392067574,2.1533856615551716,0.04890270838893048
562,1124.0,1.124,1938,2.535557794287367,2.1581065471455587,0.049022561036992526
563,1126.0,1.126,1937,2.541707997714208,2.1623876059699114,0.049132485326181675
564,1128.0,1.128,1936,2.547730933266402,2.1664765499266267,0.049238103407423336
565,1130.0,1.13,1935,2.553182861230489,2.168864614596739,0.049305113007759534
566,1132.0,1.132,1934,2.5586921922292483,2.170231072985218,0.049348930213442894
567,1134.0,1.134,1933,2.5643265877291914,2.1728886104962046,0.04942213884883208
568,1136.0,1.136,1932,2.5695813815869237,2.1745318162768483,0.04947231182875234
569,1138.0,1.138,1931,2.5747902979094066,2.1773627253039027,0.04954954227947059
570,1140.0,1.14,1930,2.5798381233492256,2.1800122429690507,0.04962268712452525
571,1142.0,1.142,1929,2.584849620376336,2.182523350196794,0.04969272181545106
572,1144.0,1.144,1928,2.589720959152328,2.1853732229179195,0.04977051133420453
573,1146.0,1.146,1927,2.5948692192327756,2.188127722016824,0.04984617192063948
574,1148.0,1.148,1926,2.5997128524596045,2.192068574573572,0.049948907621716915
575,1150.0,1.15,1925,2.6041518684468037,2.1950270367576703,0.050029309290679
576,1152.0,1.152,1924,2.6082499275574174,2.1986550199575405,0.0501250198790121
577,1154.0,1.154,1923,2.6126669348060316,2.2019009742589395,0.05021207183851723
578,1156.0,1.156,1922,2.6164878631139987,2.204127496012461,0.050275919323552784
579,1158.0,1.158,1921,2.6205591455579,2.2060571769881334,0.05033303077044641
580,1160.0,1.16,1920,2.6240220291306455,2.2079736485691,0.050389873904095016
581,1162.0,1.162,1919,2.627842845866411,2.210712232479709,0.050465517018447835
582,1164.0,1.164,1918,2.631461578224988,2.21233330903685,0.05051568619507303
583,1166.0,1.166,1917,2.634905902356544,2.213559625993203,0.050556868808686546
584,1168.0,1.168,1916,2.63856221050841,2.2150892271202336,0.05060500505472543
585,1170.0,1.17,1915,2.6421642164829016,2.215994071683466,0.05063889322360717
586,1172.0,1.172,1914,2.645803071417652,2.217100505045514,0.05067741036551486
587,1174.0,1.174,1913,2.6492795477871565,2.217987650010124,0.05071093739787052
588,1176.0,1.176,1912,2.6524140655451225,2.218433885964853,0.05073440207152321
589,1178.0,1.178,1911,2.655238287713034,2.2191477191328253,0.050764003897929906
590,1180.0,1.18,1910,2.657903012367995,2.219264583318614,0.05077996518587535
591,1182.0,1.182,1909,2.660572065523793,2.2193183298640737,0.05079449371291042
592,1184.0,1.184,1908,2.663141059344633,2.21943203685073,0.05081040603793397
593,1186.0,1.186,1907,2.665600739011871,2.2188470025540483,0.050810329418719026
594,1188.0,1.188,1906,2.6677198751091655,2.217277672054526,0.05078771052006226
595,1190.0,1.19,1905,2.6700563091544436,2.216507219152305,0.050783386688419634
596,1192.0,1.192,1904,2.6722441571282682,2.215060572786811,0.05076356744750297
597,1194.0,1.194,1903,2.6748300820064554,2.215230771291728,0.050780805012196055
598,1196.0,1.196,1902,2.677312208580877,2.2154684377208063,0.05079960215022321
599,1198.0,1.198,1901,2.6799108319520473,2.2162772796470604,0.05083151290279738
600,1200.0,1.2,1900,2.682343748328703,2.215784378466977,0.05083357992849281
601,1202.0,1.202,1899,2.684930387161301,2.2148723521532228,0.05082603364226351
602,1204.0,1.204,1898,2.688004580135192,2.2143577315051046,0.050827608819124924
603,1206.0,1.206,1897,2.6911281553128954,2.214579384997124,0.05084609299264684
604,1208.0,1.208,1896,2.6945803944442717,2.2153594313393743,0.050877414362435106
605,1210.0,1.21,1895,2.6974972147416487,2.216512962646307,0.05091733542462324
606,1212.0,1.212,1894,2.7007966730612907,2.218545287172957,0.05097747391232943
607,1214.0,1.214,1893,2.70339675306135,2.2206887921113543,0.05104020307933554
608,1216.0,1.216,1892,2.7063632750349416,2.223723551030429,0.05112345890515169
609,1218.0,1.218,1891,2.7091467505167057,2.2273524609938526,0.051220425476403486
610,1220.0,1.22,1890,2.712212031073394,2.230716115747921,0.05131134547158644
611,1222.0,1.222,1889,2.7153025751239652,2.2342352001661494,0.051405893345529155
612,1224.0,1.224,1888,2.7181481977694038,2.2364746647789833,0.05147104524920484
613,1226.0,1.226,1887,2.721175283543215,2.2390669216998043,0.05154435672353008
614,1228.0,1.228,1886,2.723552279898688,2.2417043512425536,0.051618750849141706
615,1230.0,1.23,1885,2.7256969555772277,2.2435757678899906,0.05167554473585194
616,1232.0,1.232,1884,2.728067389349656,2.2456302806452064,0.051736590708382414
617,1234.0,1.234,1883,2.7303300411022904,2.247791840971579,0.05180013963742695
618,1236.0,1.236,1882,2.732644761002777,2.250106380659369,0.05186725230817613
619,1238.0,1.238,1881,2.7345161479324376,2.2514839688897754,0.0519128008814551
620,1240.0,1.24,1880,2.7366734243723627,2.2525811329313914,0.051951909843656774
621,1242.0,1.242,1879,2.7387852247204547,2.2527484330690815,0.05196959187205692
622,1244.0,1.244,1878,2.7409263054921045,2.2516441229964674,0.051957943879400545
623,1246.0,1.246,1877,2.7432627149367197,2.2520899910713568,0.0519820741195744
624,1248.0,1.248,1876,2.745028640929689,2.250663358694681,0.05196298888994715
625,1250.0,1.25,1875,2.747303889557697,2.251066309277057,0.05198614958499225
626,1252.0,1.252,1874,2.749358444003016,2.252904907395929,0.05204249003798345
627,1254.0,1.254,1873,2.750525423422694,2.253116383516159,0.05206126743906598
628,1256.0,1.256,1872,2.751745302563785,2.2548709097076163,0.05211572233655731
629,1258.0,1.258,1871,2.7531750880672656,2.257291237984834,0.05218560251780147
630,1260.0,1.26,1870,2.7546384276331053,2.258026636261467,0.05221656000803648
631,1262.0,1.262,1869,2.7565626271619013,2.259546906908662,0.052265692713695376
632,1264.0,1.264,1868,2.758531387741129,2.261270234101905,0.05231955362437239
633,1266.0,1.266,1867,2.760842400961956,2.2632198705936704,0.05237868470049069
634,1268.0,1.268,1866,2.7627593890395983,2.2638640237771073,0.05240762975016288
635,1270.0,1.27,1865,2.764700390442244,2.2642675809517714,0.052431022876399384
636,1272.0,1.272,1864,2.7666914284551187,2.2656316616989893,0.052476680016397895
637,1274.0,1.274,1863,2.7692217562637973,2.267978050026063,0.05254512379949906
638,1276.0,1.276,1862,2.771427902163868,2.270280660121096,0.05261259357864713
639,1278.0,1.278,1861,2.77354425166249,2.2726462011716433,0.052681562181924164
640,1280.0,1.28,1860,2.77552658914516,2.2744232417904926,0.052736926131959266
641,1282.0,1.282,1859,2.7778525479296277,2.2765551882321198,0.05280055506225771
642,1284.0,1.284,1858,2.7797547803589637,2.277652195137444,0.05284021205195524
643,1286.0,1.286,1857,2.781987021851451,2.278513875105505,0.05287443330049832
644,1288.0,1.288,1856,2.783881790332062,2.279894857145694,0.052920730813223876
645,1290.0,1.29,1855,2.786182033085948,2.281912332924991,0.05298183534093957
646,1292.0,1.292,1854,2.788500489060373,2.283624198666353,0.053035879048202936
647,1294.0,1.294,1853,2.79137805491759,2.285330767080114,0.05308983271089581
648,1296.0,1.296,1852,2.7939170099612975,2.286267333129419,0.05312592684255505
649,1298.0,1.298,1851,2.79644531968581,2.2878513101324867,0.053177092274532475
650,1300.0,1.3,1850,2.798811948880452,2.289195183145175,0.053222706932870296
651,1302.0,1.302,1849,2.800878547232007,2.28947865922107,0.05324368974932721
652,1304.0,1.304,1848,2.8023044923463365,2.288979682479176,0.053246486311744466
653,1306.0,1.306,1847,2.803294092158254,2.2873708407998627,0.053223463503616286
654,1308.0,1.308,1846,2.8045767941154587,2.286883501062341,0.05322653475343566
655,1310.0,1.31,1845,2.80568598134774,2.287046826576282,0.053244759717484935
656,1312.0,1.312,1844,2.806799242023396,2.2879239995132608,0.05327962206827237
657,1314.0,1.314,1843,2.807893995487228,2.289986741665114,0.053342123469094116
658,1316.0,1.316,1842,2.8088222147951774,2.2919588703147737,0.05340255142809858
659,1318.0,1.318,1841,2.8097481303026193,2.2942775955078223,0.053471094016309485
660,1320.0,1.32,1840,2.8107583815402033,2.2957449993350503,0.05351983125933976
661,1322.0,1.322,1839,2.811999982847946,2.297627617010088,0.053578281304468504
662,1324.0,1.324,1838,2.8135769552216097,2.2992754021279396,0.05363128956361238
663,1326.0,1.326,1837,2.8154440352675274,2.3010847773211798,0.05368810080355705
664,1328.0,1.328,1836,2.817807619829937,2.3025027270003986,0.053735811867314
665,1330.0,1.33,1835,2.819445496581567,2.3034130274339764,0.05377170216435982
666,1332.0,1.332,1834,2.821107376966833,2.3033428463470864,0.053784721066344285
667,1334.0,1.334,1833,2.823290818693323,2.3037227871837676,0.053808264606689325
668,1336.0,1.336,1832,2.8253789193500216,2.3055468289938035,0.053865564203146005
669,1338.0,1.338,1831,2.8272033376472883,2.307860872671521,0.0539343503662647
670,1340.0,1.34,1830,2.8292568247621634,2.309540627676001,0.05398835085281443
671,1342.0,1.342,1829,2.8309009961580407,2.3116624682197973,0.05405272200488894
672,1344.0,1.344,1828,2.8323940248475306,2.312582536644518,0.05408902413764348
673,1346.0,1.346,1827,2.834007537059512,2.3151869495189747,0.05416475611748927
674,1348.0,1.348,1826,2.835326267131406,2.317147695772868,0.05422547064844836
675,1350.0,1.35,1825,2.8368439968016284,2.3194771726712795,0.054294853836936795
676,1352.0,1.352,1824,2.838357765231649,2.3207594935730325,0.05433976034435049
677,1354.0,1.354,1823,2.840059005929458,2.322429450685972,0.05439377441615058
678,1356.0,1.356,1822,2.8420159454251035,2.32445610409521,0.05445617871816555
679,1358.0,1.358,1821,2.8437268454514713,2.326289532473826,0.054514093361370704
680,1360.0,1.36,1820,2.845734117056855,2.32781836274337,0.05456490403827507
681,1362.0,1.362,1819,2.8476462662114024,2.3305326334745744,0.05464354155016445
682,1364.0,1.364,1818,2.8498181377877185,2.333085233446619,0.0547184347299847
683,1366.0,1.366,1817,2.8514652054074823,2.3344572048735386,0.05476567605983309
684,1368.0,1.368,1816,2.8536289886263075,2.335842205121196,0.05481325328108436
685,1370.0,1.37,1815,2.855655154099706,2.3380019128474894,0.054879045283996425
686,1372.0,1.372,1814,2.857452036027754,2.338834212147382,0.05491371136292905
687,1374.0,1.374,1813,2.859625004531428,2.340575982632939,0.054969760179442384
688,1376.0,1.376,1812,2.861809896583371,2.3412684198784266,0.055001193113288216
689,1378.0,1.378,1811,2.8638587393010533,2.340963294747655,0.055009206334328646
690,1380.0,1.38,1810,2.865757396607863,2.3404604190112916,0.05501258004275479
691,1382.0,1.382,1809,2.868027353479684,2.341046365714471,0.0550415596859469
692,1384.0,1.384,1808,2.8707014758947653,2.341578190918025,0.05506928672871243
693,1386.0,1.386,1807,2.8730405213880714,2.34104403521148,0.05507195662622154
694,1388.0,1.388,1806,2.875383756698051,2.341994658126014,0.055109570604878
695,1390.0,1.39,1805,2.877277530285254,2.3425978754469816,0.05513903256258986
696,1392.0,1.392,1804,2.8797008462012714,2.343863673543072,0.055184114934515145
697,1394.0,1.394,1803,2.8821665306839974,2.346531647768272,0.05526224864529571
