stage,target_temperature_K,measured_temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,yb_energy_kJ_mol,carbon_plane_nm,lowest_water_O_height_nm,highest_water_O_height_nm
4,200.0,192.3408035948582,-96037.54871764453,25868.827777132603,0.0020698218110367502,0.49906330288301576,0.2750981878648296,3.3219064457326017
4,200.0,198.84212901841553,-95245.2152310547,26743.221897162133,0.00024128161002235634,0.5015011226773468,0.27967643292290656,3.309253220911991
4,200.0,199.91587025602112,-94679.84908399393,26887.634453591563,0.12490668689174453,0.4993245904665557,0.2800351445341725,3.3216813218469112
4,200.0,199.6528055041079,-94425.67900579923,26852.253626256497,0.08059324103812333,0.500977045566286,0.26565144996607926,3.3115989762610325
4,200.0,199.49567718574613,-94879.80098640884,26831.12069278299,0.08820214961473995,0.4986659851712883,0.2724433682210396,3.296510577917279
4,200.0,198.78687414225118,-94598.15955939388,26735.790406554694,0.0024895838281218455,0.49983078408992854,0.2855188298804039,3.3153491119905656
4,200.0,198.51965079019618,-94442.03922355617,26699.850269344395,0.47966176543657446,0.49915676563894656,0.2761643759620261,3.2960088286911113
4,200.0,198.9015043961423,-94345.91249244427,26751.207573586005,0.06300863974292001,0.5004127011265332,0.2792818869900987,3.306592499060289
4,200.0,201.17747673800056,-94772.1295412234,27057.31389859162,0.5281388098347929,0.49985755639487617,0.28551185467654183,3.3134456209991248
4,200.0,199.6790933331206,-94877.30644348357,26855.78920117692,0.1155838163200787,0.5008734316701527,0.26003624826743577,3.297786875267446
4,200.0,196.30184564559804,-94866.99071797403,26401.567126836082,0.17237198190845746,0.5006283108365865,0.28535763970752237,3.3401545415294907
4,200.0,197.8062709687505,-94861.25781714905,26603.904430522118,1.7060472436043836,0.5009574367206364,0.28583250648435565,3.3424064228225454
4,200.0,198.19957577532682,-94962.13969549502,26656.801861098895,0.06388144627250159,0.49986381058003415,0.2745955205469923,3.334903228041821
