branch,target_nm,radius_nm,delta_environment_charge_e,delta_water_charge_e,delta_ion_charge_e,delta_ligand_charge_e
probe_3p0nm,3.0,2.31,0.934023644,1.438974139,-0.5049504949999999,0.0
probe_3p0nm,3.0,2.33,-0.802508931,-0.20844952399999994,-0.594059406,0.0
probe_3p0nm,3.0,2.35,-0.924655802,-0.390002337,-0.534653465,0.0
probe_3p0nm,3.0,2.37,0.19812378200000003,0.544658435,-0.34653465399999994,0.0
probe_3p0nm,3.0,2.39,1.896164059,2.252599703,-0.35643564299999997,0.0
probe_3p0nm,3.0,2.41,1.696716238,1.8155281189999999,-0.11881188099999984,0.0
probe_3p0nm,3.0,2.43,2.631747564,2.770361425,-0.13861386099999984,0.0
probe_3p0nm,3.0,2.45,1.9656833660000002,2.084495247,-0.11881188099999984,0.0
probe_3p0nm,3.0,2.47,0.357863663,0.437071584,-0.07920792099999985,0.0
probe_3p0nm,3.0,2.49,-1.4275909299999998,-1.3582839999999998,-0.06930693100000007,0.0
