z_nm,rho_mean_e_per_nm3,rho_2ns_block_sd_e_per_nm3,phi_mean_mV_relative_to_bulk,phi_2ns_block_sd_mV,E_mean_V_per_m,exponential_fit_mV
1.565000000000000213e+01,1.241329772025683530e-02,2.045685367939319432e-01,5.236732971752688570e+01,1.796682768345427235e+02,-5.005771694395209849e+07,-8.229008521422105105e+01
1.575000000000000000e+01,1.356377559705397064e-02,2.569596727780366074e-01,5.619795523339477228e+01,1.758424142157727772e+02,-2.655479337340576947e+07,-8.235019413976741021e+01
1.585000000000000142e+01,-4.194059246066048768e-02,1.933637619124042029e-01,6.013713991693436611e+01,1.718150102394081671e+02,-5.222890029738687724e+07,-8.240911282884184175e+01
1.594999999999999929e+01,3.281466096717934600e-02,9.248327806328665579e-02,6.577286719700798301e+01,1.737718452761338881e+02,-6.048564530408468843e+07,-8.246686484970555853e+01
1.605000000000000071e+01,5.541865106812075663e-03,1.687304548289037531e-01,7.008626608782158485e+01,1.787915009483883466e+02,-2.578233251218731701e+07,-8.252347330393696723e+01
1.614999999999999858e+01,1.206748843594149939e-01,1.210649664991187702e-01,6.695472868899044272e+01,1.793455762850088036e+02,8.841308048881132901e+07,-8.257896083567254664e+01
1.625000000000000000e+01,-7.708418073920321467e-02,1.178719201064318267e-01,5.614147221647863972e+01,1.785062028561620195e+02,1.278520489614242315e+08,-8.263334964066481803e+01
1.635000000000000142e+01,2.325645856171409259e-02,1.437137517058773850e-01,4.579131615139731082e+01,1.818887681320712204e+02,7.915107234020203352e+07,-8.268666147516098874e+01
1.645000000000000284e+01,-1.092536414214019362e-02,2.202923847923659029e-01,3.731837708208080073e+01,1.915935662175218681e+02,9.030770904612785578e+07,-8.273891766460567965e+01
1.655000000000000071e+01,-1.189693815464827782e-02,3.242677989074325140e-01,2.932003739101018880e+01,2.074429803890944299e+02,6.965908477528364956e+07,-8.279013911217144539e+01
1.664999999999999858e+01,-1.988622787194391922e-02,2.646021800281347369e-01,2.379193007150370676e+01,2.161964516289097560e+02,4.090306161484581977e+07,-8.284034630712025660e+01
1.675000000000000000e+01,1.607887616653529139e-02,1.707454351350777555e-01,1.987386020285586596e+01,2.179286917914436970e+02,3.745833575811209530e+07,-8.288955933299953927e+01
1.685000000000000142e+01,-2.626198494231215402e-02,1.343935966534772763e-01,1.658868827345910546e+01,2.253978200081505463e+02,2.824510282982241362e+07,-8.293779787567579831e+01
1.695000000000000284e+01,-1.550104580465113541e-03,1.894281216417668945e-01,1.502233630262866981e+01,2.341038265864724224e+02,3.081936586786409840e+06,-8.298508123120933533e+01
1.705000000000000071e+01,-3.919641388347988586e-02,1.624032440613567274e-01,1.655742633015688625e+01,2.304055427885191136e+02,-3.378373713735016435e+07,-8.303142831357280329e+01
1.714999999999999858e+01,9.422560776973155916e-02,1.636284030897349195e-01,1.744639925139479431e+01,2.159954452603557513e+02,1.600427871259079874e+07,-8.307685766221710821e+01
1.725000000000000000e+01,-9.916841904221503079e-02,3.193349837707021854e-01,1.606957338899522725e+01,2.107478710399413728e+02,1.153223853540121019e+07,-8.312138744948744318e+01
1.735000000000000142e+01,9.804620328994911871e-02,3.432664187211278417e-01,1.496711613016154985e+01,2.165355495741834204e+02,1.051690664127314091e+07,-8.316503548789246736e+01
1.745000000000000284e+01,-5.270078027381460556e-02,1.741636144438624689e-01,1.186409736143190230e+01,2.196187613496549602e+02,5.154346873331985623e+07,-8.320781923722950069e+01
1.755000000000000071e+01,8.851633932669958349e-02,1.552223808052833887e-01,5.089532658373475016e+00,2.214233342392305133e+02,8.394782532784812152e+07,-8.324975581156876103e+01
1.764999999999999858e+01,-1.040167725395468867e-01,1.943908344770677310e-01,-2.604044059841881253e+00,2.145917900827707285e+02,6.992370903645901382e+07,-8.329086198609913083e+01
1.775000000000000000e+01,-3.673421009888013650e-02,1.708020755165607085e-01,-3.229147282825306498e+00,2.017741577454162325e+02,-5.742164457679015398e+07,-8.333115420383850847e+01
1.785000000000000142e+01,1.812984049360417266e-02,1.819803259383646621e-01,3.354638306629964539e+00,1.986490646432851577e+02,-7.425406721231520176e+07,-8.337064858221124553e+01
1.795000000000000284e+01,5.207432821394843148e-02,1.574241821218647641e-01,7.604161449075497181e+00,1.930771803327727980e+02,-1.073639563659509271e+07,-8.340936091949527054e+01
1.805000000000000071e+01,-1.503199871586610899e-02,1.089180155195036276e-01,7.002086761876191723e+00,1.734744052175609568e+02,2.277788938058055192e+07,-8.344730670114167026e+01
1.814999999999999858e+01,5.237110294086500667e-02,2.744670329265815334e-01,3.035158131149184868e+00,1.554754549928228755e+02,5.656068323395915329e+07,-8.348450110596907336e+01
1.825000000000000000e+01,-5.981710764712031697e-02,2.952078412886178227e-01,-2.284069168280389306e+00,1.600629577806228667e+02,4.982386275463181734e+07,-8.352095901223530916e+01
1.835000000000000142e+01,1.112201438513004022e-02,4.014846979635537383e-01,-5.063595557994737817e+00,1.701612835076164743e+02,5.766665039656052366e+06,-8.355669500358902724e+01
1.845000000000000284e+01,3.056935941789840766e-02,2.546325112783243139e-01,-7.526288944347204080e+00,1.652006581983647493e+02,4.348720268739338219e+07,-8.359172337490325333e+01
1.855000000000000071e+01,7.807143208560847480e-02,1.087460508651341279e-01,-1.678968183259416236e+01,1.620619255280763582e+02,1.417806550775455236e+08,-8.362605813799353882e+01
1.864999999999999858e+01,-1.581010171354114147e-01,2.171352540709576284e-01,-2.734738334123221293e+01,1.639107227816196257e+02,6.937337509521484375e+07,-8.365971302722294922e+01
1.875000000000000000e+01,2.340386099070873582e-02,1.435867282419441282e-01,-2.819131508604566605e+01,1.571604153286449161e+02,-5.249474019894560426e+07,-8.369270150499588112e+01
1.885000000000000142e+01,1.793660719085915251e-03,1.578482309517185433e-01,-2.408172202902658654e+01,1.493190426144651326e+02,-2.969712094143515825e+07,-8.372503676714333665e+01
1.895000000000000284e+01,1.192420723308936989e-02,2.228315406208621619e-01,-2.173257638225101118e+01,1.442565569806412782e+02,-1.728579199407554418e+07,-8.375673174820130384e+01
1.905000000000000071e+01,-4.434136643143051643e-02,2.367613418230826439e-01,-1.853751555555194130e+01,1.373849835354313882e+02,-4.661542453990685195e+07,-8.378779912658480100e+01
1.915000000000000213e+01,4.026400073092446102e-02,2.296534112216577772e-01,-1.369152196409551081e+01,1.324640573322267301e+02,-5.030444728922098875e+07,-8.381825132965941805e+01
1.925000000000000000e+01,-4.699281688191252887e-02,2.022262748640777930e-01,-8.356680258298499808e+00,1.301334004412886429e+02,-5.639238682671858370e+07,-8.384810053871242985e+01
1.935000000000000142e+01,1.226112497545953778e-01,7.936351122033474814e-02,-6.138254664580012232e+00,1.229388212408322403e+02,1.202387495234844089e+07,-8.387735869382544251e+01
1.945000000000000284e+01,-1.568714298228745252e-01,1.767809031423244470e-01,-5.790786285324700522e+00,1.153986588991094635e+02,-1.897324253745496273e+07,-8.390603749865061900e+01
1.955000000000000071e+01,6.987577479555875937e-02,5.902407580091858369e-02,4.203179041750715328e-02,1.204719590287651698e+02,-9.768311897738809884e+07,-8.393414842509228890e+01
1.965000000000000213e+01,-1.295250690372434267e-02,2.085559982288025249e-01,7.235259115876968572e+00,1.290799703088744366e+02,-4.618142753180162609e+07,-8.396170271789583239e+01
1.975000000000000000e+01,1.529076422573638627e-01,2.584009295579711152e-01,5.522136584968972528e+00,1.298506382730082578e+02,8.044387814996165037e+07,-8.398871139914578521e+01
1.985000000000000142e+01,-1.380200366353432906e-01,2.623836093713603490e-01,-3.195734060076449445e+00,1.238775229528433357e+02,9.391353475094659626e+07,-8.401518527267474212e+01
1.995000000000000284e+01,9.443234743030454181e-02,1.604075547008417812e-01,-1.061527547711282793e+01,1.120442236716783100e+02,5.447729358978082240e+07,-8.404113492838511945e+01
2.005000000000000071e+01,-6.245408664361686707e-02,2.121706919344858444e-01,-1.750963165584062864e+01,1.024604356453584586e+02,8.340982998477469385e+07,-8.406657074648518346e+01
2.015000000000000213e+01,-2.179689464434788216e-03,3.101319281754046919e-01,-2.292672349578051083e+01,1.019305380017529217e+02,2.493200681402344629e+07,-8.409150290164136266e+01
2.025000000000000000e+01,-2.995002281710613251e-02,3.284939151921892342e-01,-2.396644602190223239e+01,1.021725661193302699e+02,-4.137556291589476168e+06,-8.411594136704810865e+01
2.035000000000000142e+01,-1.227805987212744580e-02,2.303273204993878664e-01,-2.164238397012868731e+01,9.363676577180730476e+01,-4.234368474388085306e+07,-8.413989591841747995e+01
2.045000000000000284e+01,2.550977864220748542e-02,2.002697868062384146e-01,-1.800658961369738620e+01,8.208882971483131996e+01,-3.037220238474540040e+07,-8.416337613788935812e+01
2.055000000000000071e+01,-1.183384952562324816e-01,1.913618754574773484e-01,-1.077000056049681831e+01,7.401601613365252774e+01,-1.143595786792660356e+08,-8.418639141786466951e+01
2.065000000000000213e+01,1.022658655330422883e-01,2.894695114596709806e-01,1.393048044995848223e+00,7.425008994015905728e+01,-1.289013934305875450e+08,-8.420895096476225206e+01
2.075000000000000000e+01,-3.092869546393225977e-02,2.970214392202996101e-01,1.105604929710568562e+01,7.955832888252616897e+01,-6.435863161160808057e+07,-8.423106380270166937e+01
2.085000000000000142e+01,9.885913056205115901e-02,2.909595042137395060e-01,1.441888763225362879e+01,7.300905199077369900e+01,-2.898135091350898147e+06,-8.425273877711290993e+01
2.095000000000000284e+01,1.024299739730710583e-02,3.742570148812280340e-01,9.773158666124547977e+00,6.287421356368874825e+01,9.581271441393187642e+07,-8.427398455827479040e+01
2.105000000000000071e+01,-1.050392054004383596e-01,2.159585619089355035e-01,4.480261061653334487e+00,7.062928790104359678e+01,1.004523767549180984e+07,-8.429480964478301530e+01
2.115000000000000213e+01,-7.070907116113663363e-03,2.248012128870659210e-01,8.547354434681020408e+00,7.934334613206115705e+01,-9.138710513604409993e+07,-8.431522236694988237e+01
2.125000000000000000e+01,-3.012162186250154014e-02,1.839058130947393288e-01,1.936857389627611070e+01,7.573889733246818423e+01,-1.250372840958582908e+08,-8.433523089013641538e+01
2.135000000000000142e+01,8.508132359021491897e-02,2.262198523693585706e-01,2.938604518715548508e+01,7.563852357499192181e+01,-7.531214172172914445e+07,-8.435484321801870067e+01
2.145000000000000284e+01,-3.259052077290215677e-02,1.542607136761550979e-01,3.454268984623820415e+01,8.414980158947852829e+01,-2.782075145992447063e+07,-8.437406719578935110e+01
2.155000000000000071e+01,-5.312710908955151079e-02,1.423161455188206026e-01,4.120244374128956366e+01,9.318245324158634446e+01,-1.053743264411027282e+08,-8.439291051329583127e+01
2.165000000000000213e+01,2.236770702106262165e-01,1.272487767451226104e-01,4.402456786656616572e+01,9.496442523406699365e+01,4.893184393556949496e+07,-8.441138070811639693e+01
2.175000000000000000e+01,-9.426956656004904789e-02,1.129556983862287783e-01,3.327727005806979577e+01,9.454843063713612139e+01,1.660141122343590260e+08,-8.442948516857522634e+01
2.185000000000000142e+01,-5.807481174895758047e-02,2.135899032129178754e-01,2.356758646703993776e+01,9.182244862957239206e+01,2.817955958623785526e+07,-8.444723113669788006e+01
2.195000000000000284e+01,1.317604125641286261e-01,2.709834287754117610e-01,1.741625452903922167e+01,8.617966671210113816e+01,9.484707917377673090e+07,-8.446462571110828321e+01
2.205000000000000071e+01,-8.555877053105573338e-02,2.879039656188377427e-01,5.841485024905668233e+00,8.405133790993698994e+01,1.366483109088944793e+08,-8.448167584986806844e+01
2.215000000000000213e+01,-7.059339832885647148e-02,1.619503672225758029e-01,-7.593622883272366231e-01,7.939083416128910642e+01,-4.631364644236311316e+06,-8.449838837326012708e+01
2.225000000000000000e+01,3.828390898969546291e-02,1.237581754156315272e-01,1.165385053630563217e+00,7.775016163453186380e+01,-3.386358219491972774e+07,-8.451476996651662432e+01
2.235000000000000142e+01,8.338475873519204939e-02,1.527809177521751993e-01,-9.522820717238200672e-01,7.742520242309485923e+01,7.621692470200797915e+07,-8.453082718249328309e+01
2.245000000000000284e+01,-1.055561567164811365e-01,7.864411853042121980e-02,-7.570988820936652708e+00,7.152383392642937565e+01,5.615721028224872798e+07,-8.454656644429061885e+01
2.255000000000000071e+01,8.318650480854208884e-02,8.150292873299611052e-02,-1.217475555263647280e+01,6.634273189784379099e+01,3.591812435174621642e+07,-8.456199404782319107e+01
2.265000000000000213e+01,-1.356106933601496645e-01,2.262849409806240997e-01,-1.339501195891218366e+01,6.906437458072932145e+01,-1.151299622623175383e+07,-8.457711616433812196e+01
2.275000000000000000e+01,5.160804055734014018e-02,2.632715756942613505e-01,-8.443615411528993420e+00,7.289025609009452467e+01,-8.751493472143234313e+07,-8.459193884288364984e+01
2.285000000000000142e+01,2.981261002121824918e-02,2.788389556866311958e-01,-3.375414711125346301e+00,7.616564196530342201e+01,-1.384907928664008714e+07,-8.460646801272881135e+01
2.295000000000000284e+01,1.589887283751015637e-02,2.756707747675562481e-01,-4.058394636496654329e+00,8.084221420947510239e+01,2.750867779406601191e+07,-8.462070948573530416e+01
2.305000000000000071e+01,-2.296572146513320770e-02,3.204939763494805138e-01,-6.489573586544339356e+00,8.596600037977276543e+01,2.111490120688737556e+07,-8.463466895868219808e+01
2.315000000000000213e+01,-4.172987937510212741e-02,1.767014466952916696e-01,-5.674375732561632191e+00,8.416224340211151400e+01,-3.741885828654091805e+07,-8.464835201554480193e+01
2.325000000000000000e+01,-3.994999898897035051e-02,1.903800613693230337e-01,1.762529767848630691e+00,8.594281328010499976e+01,-1.113192517216643840e+08,-8.466176412972831145e+01
2.335000000000000142e+01,1.663294757314011663e-01,2.254704525557284511e-01,7.177322862662038894e+00,9.290242073122117006e+01,3.023389825396507978e+06,-8.467491066625721885e+01
2.345000000000000284e+01,-1.467776955413831741e-01,1.220806775776781400e-01,5.990503958421711239e+00,8.726709163082496445e+01,2.071298825940844417e+07,-8.468779688392145033e+01
2.355000000000000071e+01,1.080051696749873558e-01,1.326513809633768914e-01,5.673189695991509574e+00,7.535229830473340940e+01,-1.436670301080381870e+07,-8.470042793737984255e+01
2.365000000000000213e+01,-1.317315986845131286e-02,1.997385670056327778e-01,2.819866564595652214e+00,6.604595265822084116e+01,7.143316563872000575e+07,-8.471280887922225133e+01
2.375000000000000000e+01,-1.638940168024019886e-02,3.641388997118524262e-01,-2.986104147914669937e+00,6.302045820956066535e+01,4.468624861148668826e+07,-8.472494466199046315e+01
2.385000000000000142e+01,-6.536747985153999047e-03,1.993544606669490904e-01,-6.417599966906051279e+00,7.066658270108813156e+01,2.394366776834007353e+07,-8.473684014015938715e+01
2.395000000000000284e+01,-1.026342384136457037e-01,1.860095096049285135e-01,-3.873309262756086113e+00,7.853725429422853210e+01,-7.482948185134012997e+07,-8.474850007207892588e+01
2.405000000000000071e+01,2.094293306611430538e-01,2.689985973872301983e-01,-1.221538285582857153e+00,7.466591907922911275e+01,2.179406230787599087e+07,-8.475992912187732031e+01
2.415000000000000213e+01,-1.536880564213863321e-01,2.431325621951019866e-01,-5.922558272044852856e+00,6.579317177125018645e+01,7.222633742136391997e+07,-8.477113186132683609e+01
2.425000000000000000e+01,1.653472374450108001e-02,2.652929419711943515e-01,-6.940674176518502492e+00,6.762983821134960749e+01,-5.186401933189068735e+07,-8.478211277167267212e+01
2.435000000000000142e+01,-2.004358845747038730e-03,3.713421320654248792e-01,-2.411594281682361007e+00,7.644469928477859355e+01,-3.871757856483206898e+07,-8.479287624542536150e+01
2.445000000000000284e+01,2.076699577778002084e-02,2.711717120077328791e-01,6.113827741137667360e-01,7.491827065242271999e+01,-2.174196255109046027e+07,-8.480342658811791523e+01
2.455000000000000071e+01,3.620759304863656325e-03,2.098419422772851706e-01,1.682330143632171371e+00,7.114131942835051348e+01,3.230151607218538411e+05,-8.481376802002809256e+01
2.465000000000000213e+01,-6.161584279083298643e-02,1.621215240623242737e-01,4.273599801241589446e+00,7.206954716824952811e+01,-5.214840831290972978e+07,-8.482390467786653687e+01
2.475000000000000000e+01,1.557105078613892357e-01,2.104216591541037684e-01,5.231803068831863968e+00,6.900827679625410838e+01,3.298434296110400558e+07,-8.483384061643154439e+01
2.485000000000000142e+01,-6.253902319227654105e-02,2.575828630710810807e-01,-2.281506121736387449e+00,6.428751858815016362e+01,1.172818408502610326e+08,-8.484357981023100592e+01
2.495000000000000284e+01,8.944090836164521330e-03,1.376250935881861703e-01,-1.158517227984323661e+01,6.548872855315877928e+01,6.879148231187653542e+07,-8.485312615507234568e+01
2.505000000000000071e+01,-6.522685706734876465e-02,4.872856658302052169e-02,-1.591821083787359115e+01,6.803036882866514645e+01,1.786928884872974455e+07,-8.486248346962072731e+01
2.515000000000000213e+01,3.276905833213269309e-02,1.629328617815852531e-01,-1.623681965138268168e+01,6.571327488434165787e+01,-1.149711257854738832e+07,-8.487165549692677757e+01
2.525000000000000000e+01,-6.716773720346382037e-02,3.110329991062735777e-01,-1.353098713505285211e+01,6.561272936492773056e+01,-4.261953774804899842e+07,-8.488064590592369996e+01
2.535000000000000142e+01,1.598971217285501956e-01,2.107567958958585230e-01,-1.346390860776974741e+01,7.095855408766604455e+01,4.127796720238640904e+07,-8.488945829289497169e+01
2.545000000000000284e+01,-1.091190582560680744e-01,7.543205887189467773e-02,-1.988879424614070501e+01,7.275556300646131547e+01,8.721974556503239274e+07,-8.489809618291288018e+01
2.555000000000000071e+01,3.738635780179032364e-02,1.310356235310327355e-01,-2.536573777914852457e+01,7.002938973024917857e+01,2.231912509512357414e+07,-8.490656303124860926e+01
2.565000000000000213e+01,-7.677721047469820981e-02,1.598631970122359192e-01,-2.581569396809829797e+01,6.442617730458002256e+01,-1.332000131612856686e+07,-8.491486222475435852e+01
2.575000000000000000e+01,5.354913816462381765e-02,6.339668441894082129e-02,-2.343290647193851939e+01,5.306752518233080451e+01,-3.433574860706770420e+07,-8.492299708321822038e+01
2.585000000000000142e+01,-1.640582476131405634e-02,1.937396608733327197e-01,-2.167961415386343660e+01,3.652189104338369674e+01,-7.300977544330600649e+05,-8.493097086069205659e+01
2.595000000000000284e+01,9.323843843047810442e-02,2.657144026736360520e-01,-2.508234436023770542e+01,2.207500608756153326e+01,6.878470188191853464e+07,-8.493878674679312724e+01
2.605000000000000071e+01,-1.324433194125520241e-01,1.551673540988404987e-01,-3.018727118182556879e+01,1.415904102819058075e+01,3.331383454983845353e+07,-8.494644786798012603e+01
2.615000000000000213e+01,-7.631146509538969287e-03,1.923136252575942673e-01,-2.718199109789154377e+01,1.243736493212922412e+01,-9.341943622851926088e+07,-8.495395728880366448e+01
2.625000000000000000e+01,1.311988623351030281e-01,1.246119671025005260e-01,-2.342998161688903025e+01,1.428780409333234580e+01,1.837924660846899450e+07,-8.496131801313218546e+01
2.635000000000000142e+01,-1.629894730966973682e-01,1.437190423833300257e-01,-2.382976833612870848e+01,2.112905342899938432e+01,-1.038351222367525101e+07,-8.496853298535359045e+01
2.645000000000000284e+01,6.577475506076151113e-02,3.253585559417476736e-01,-1.839363515422032336e+01,2.888150655000299238e+01,-9.833915141449318826e+07,-8.497560509155294994e+01
2.655000000000000071e+01,1.030175963368430980e-01,3.301961560642220350e-01,-1.619551809851427038e+01,3.453939425388471562e+01,5.437681030037268996e+07,-8.498253716066706431e+01
2.665000000000000213e+01,-1.931621499113635176e-01,2.224636711363734698e-01,-1.755525599946328086e+01,4.588429579442429684e+01,-2.718205228139179945e+07,-8.498933196561596048e+01
2.675000000000000000e+01,1.824663536309105438e-01,1.121277420953468440e-01,-1.435319625962650036e+01,5.448716849763727765e+01,-3.685914251534444839e+07,-8.499599222441227653e+01
2.685000000000000142e+01,-6.047592212570168137e-03,1.124583124154367869e-01,-1.864808226102621092e+01,5.556537623074851240e+01,1.227568625433401465e+08,-8.500252060124827835e+01
2.695000000000000284e+01,-1.109065408127556385e-01,1.191534115037641006e-01,-2.563301844475473956e+01,5.440405381429165743e+01,1.694186113122962415e+07,-8.500891970756178750e+01
2.705000000000000071e+01,3.243316411360557677e-02,1.831530135179478824e-01,-2.377724003270970243e+01,5.159116347701038308e+01,-5.405742937212976813e+07,-8.501519210308065055e+01
2.715000000000000213e+01,-8.601654590281658866e-03,2.469514737263586723e-01,-1.944958264434909623e+01,4.666379565070389646e+01,-3.249571839508222789e+07,-8.502134029684667382e+01
2.725000000000000000e+01,-3.332363437827114139e-02,1.769182571508551294e-01,-1.430340211019565189e+01,4.989812262157822431e+01,-7.042789228798682988e+07,-8.502736674821936447e+01
2.735000000000000142e+01,2.976982883477312380e-02,1.849999281867280021e-01,-7.099846464308390281e+00,5.423375842451083884e+01,-7.364322062975803018e+07,-8.503327386785963427e+01
2.745000000000000284e+01,2.582932634171493727e-02,1.483462984050474553e-01,-2.250709000340411770e+00,5.100150435995899301e+01,-2.333952864960154518e+07,-8.503906401869409137e+01
2.755000000000000071e+01,-1.226723730467241535e-01,5.744137775582518896e-02,4.464212223226016185e+00,5.290296116236603297e+01,-1.109588958217270970e+08,-8.504473951686027533e+01
2.765000000000000213e+01,9.690305036290712548e-02,2.217962303729330287e-01,1.672584979806984862e+01,5.578085969859677817e+01,-1.342738556751489639e+08,-8.505030263263310530e+01
2.775000000000000000e+01,1.428871796271323318e-02,3.139528456297689396e-01,2.512316211462795223e+01,5.852678974876518936e+01,-3.367239065601390600e+07,-8.505575559133311003e+01
2.785000000000000142e+01,4.048358168411130692e-02,2.357054619502532422e-01,2.601262172320994992e+01,6.681146080490867689e+01,1.588319848437366635e+07,-8.506110057421642523e+01
2.795000000000000284e+01,-6.279246209479923124e-02,2.733372418268776305e-01,2.543350700121666108e+01,7.246042938146264589e+01,-4.300904044507205486e+06,-8.506633971934751060e+01
2.805000000000000071e+01,1.761548032701727995e-01,2.923562496600933258e-01,2.073533216986134420e+01,7.856216454736508581e+01,9.826440067161393166e+07,-8.507147512245425958e+01
2.815000000000000213e+01,-1.052586057798061830e-01,1.704603955156742401e-01,7.701702650091235114e+00,7.972806011739726273e+01,1.624081897237880826e+08,-8.507650883776639716e+01
2.825000000000000000e+01,1.768746388334199726e-02,2.707726385901669253e-01,-4.577588728633452675e+00,7.381348034719998452e+01,8.317763785070540011e+07,-8.508144287883715151e+01
2.835000000000000142e+01,-1.845943400226746633e-01,2.747026323841805229e-01,-5.344849219156011522e+00,7.825950169222059571e+01,-6.783242804025366902e+07,-8.508627921934875360e+01
2.845000000000000284e+01,2.058525186808697893e-01,2.794844057447278263e-01,4.767199156503476587e-01,9.118234712866289726e+01,-4.859895465587392449e+07,-8.509101979390187864e+01
2.855000000000000071e+01,-2.354480293298832905e-01,2.545883759833005300e-01,6.675451778083707488e+00,9.328550163090272918e+01,-7.537568259279391170e+07,-8.509566649878956923e+01
2.865000000000000213e+01,1.504664876586165045e-01,2.267020055196024564e-01,1.805739976099424027e+01,8.957307924672791444e+01,-1.522632770654166341e+08,-8.510022119275571129e+01
2.875000000000000000e+01,-2.302023271227168419e-02,9.785040897963792617e-02,2.751833666933495337e+01,8.972077174884726958e+01,-3.695546110139752924e+07,-8.510468569773867387e+01
2.885000000000000142e+01,6.369527925126637624e-02,1.510692352161054075e-01,2.937383232737594696e+01,9.309145444882457809e+01,-1.544520594223365188e+05,-8.510906179959992812e+01
2.895000000000000284e+01,-5.402345238602171418e-02,6.916377440819400368e-02,2.895174516617132809e+01,9.845724338500473038e+01,8.596195283514536917e+06,-8.511335124883858327e+01
2.905000000000000071e+01,9.115513750125290443e-03,1.937471596507827354e-01,3.012366290257961765e+01,1.071389558254102639e+02,-3.203455001168033481e+07,-8.511755576129152701e+01
2.915000000000000213e+01,-3.259681576065018294e-02,1.481967498387070092e-01,3.438936082801602367e+01,1.194107586871972302e+02,-5.327940849704776704e+07,-8.512167701881980975e+01
2.925000000000000000e+01,3.915160263647315259e-02,1.083188976308382956e-01,3.942077740594874058e+01,1.332321903579388902e+02,-4.734892306160705537e+07,-8.512571666998140074e+01
2.935000000000000142e+01,1.485794230776595892e-01,2.256564247817206270e-01,3.566312727808696081e+01,1.434981791319154638e+02,1.225019256188436151e+08,-8.512967633069058593e+01
2.945000000000000284e+01,-4.169445500012433636e-02,2.169923862879204468e-01,1.857769172157974680e+01,1.379436042647218983e+02,2.192067855112994909e+08,-8.513355758486449076e+01
2.955000000000000071e+01,-1.539970083342937779e-01,1.807268188817003074e-01,5.509668452236827108e+00,1.259207263029601336e+02,4.215367987555926293e+07,-8.513736198505651487e+01
2.965000000000000213e+01,8.366995910191400709e-02,2.231999205846506018e-01,4.475742890585721057e+00,1.183757071040093933e+02,-2.147516864253781736e+07,-8.514109105307747427e+01
2.975000000000000000e+01,-1.374824495388725885e-02,2.388480910814814451e-01,3.460153804702437164e+00,1.091084148002465781e+02,4.178695036020383984e+07,-8.514474628060428074e+01
2.985000000000000142e+01,1.403992804664850602e-01,1.514557644980857321e-01,-6.447958035557199707e+00,1.095378624932128986e+02,1.563752864449898005e+08,-8.514832912977669821e+01
2.995000000000000284e+01,-1.174396737717888078e-01,1.748875116031971544e-01,-2.312412924529782998e+01,1.157007201652235864e+02,1.771481377498230934e+08,-8.515184103378214786e+01
3.005000000000000071e+01,6.372047312258110469e-03,1.739489438065785487e-01,-3.581448567677180961e+01,1.165470554596279698e+02,7.665899087965618074e+07,-8.515528339742907349e+01
3.015000000000000213e+01,3.289988848347162598e-02,1.735588144751345208e-01,-4.525696154496183965e+01,1.220811362591467883e+02,1.121905264841447473e+08,-8.515865759770883869e+01
3.025000000000000000e+01,-1.767893601365277123e-01,2.535546351376488650e-01,-4.996676811018790687e+01,1.288026995795469531e+02,-1.799439517962345481e+07,-8.516196498434652540e+01
3.035000000000000142e+01,1.469492323455205696e-01,5.118008808497952200e-02,-4.681742624903123584e+01,1.261175267964081144e+02,-4.499244204351009429e+07,-8.516520688034090369e+01
3.045000000000000284e+01,-7.848783307945511600e-02,1.572113099012527881e-01,-4.541522653238772023e+01,1.240547880586763796e+02,1.694844771063888073e+07,-8.516838458249360144e+01
3.055000000000000071e+01,7.724517020736566819e-02,1.377832849247526414e-01,-4.705385594356498302e+01,1.262990025176860485e+02,1.582414051290652156e+07,-8.517149936192781468e+01
3.065000000000000213e+01,-1.765889964922132127e-02,1.694581623985338681e-01,-5.133182300360955708e+01,1.277109963023521857e+02,6.973520068798474967e+07,-8.517455246459688567e+01
3.075000000000000000e+01,-5.643455913193016343e-02,1.838332466239841478e-01,-5.495351648759727681e+01,1.243961981106291148e+02,2.698668991768911481e+06,-8.517754511178259236e+01
3.085000000000000142e+01,1.517568814614798749e-02,1.200111090816080167e-01,-5.335692198917768536e+01,1.174703450359981929e+02,-3.463055896016019583e+07,-8.518047850058367487e+01
3.095000000000000284e+01,9.020198492834967385e-02,1.169356489185492121e-01,-5.466092234707286934e+01,1.159692464679168467e+02,6.071056611806425452e+07,-8.518335380439479820e+01
3.105000000000000071e+01,-2.830369574316793455e-03,2.494870020615242157e-01,-6.468448040663204779e+01,1.143782432993253195e+02,1.397605950731192827e+08,-8.518617217337583725e+01
3.115000000000000213e+01,-1.384337591922141508e-01,2.444698491299299725e-01,-7.227005862087409582e+01,1.064351974854254621e+02,1.195096921172156930e+07,-8.518893473491189638e+01
3.125000000000000000e+01,1.609375745743488462e-01,7.459494441979486190e-02,-7.448317910172785616e+01,1.047812568502709354e+02,3.231144040535449982e+07,-8.519164259406450412e+01
3.135000000000000142e+01,-1.581540766551210730e-01,1.670832021376665033e-01,-7.784024252135441202e+01,1.084315633874925169e+02,3.482982798717612028e+07,-8.519429683401338593e+01
3.145000000000000284e+01,1.715028487006076963e-01,1.593913189803620456e-01,-8.192709467308468163e+01,1.108114134768816257e+02,4.690721504742854834e+07,-8.519689851648990953e+01
3.155000000000000071e+01,-8.483782649005190690e-02,1.212322972763735518e-01,-9.053835289182494250e+01,1.145332627572356046e+02,1.253179493273768723e+08,-8.519944868220176204e+01
